summary,theme,countries,lemmatized_tokens
 fighting between myanmars military and ethnic armed groups has rocked the border town of myawaddy this week sending people fleeing into thailand. The recent clashes have raised concerns in bangkok with thai foreign minister parnpree bahiddhanukara visiting the border on friday.,Military,"['Myanmar', 'Thailand']","['fighting', 'myanmar', 'military', 'ethnic', 'armed', 'group', 'rocked', 'border', 'town', 'myawaddy', 'week', 'sending', 'people', 'fleeing', 'thailand', 'boom', 'artillery', 'shell', 'gunfire', 'could', 'heard', 'conflict', 'myanmar', 'sparked', 'military', 'coup', 'regularly', 'sends', 'people', 'rushing', 'across', 'two', 'country', 'shared', 'km', 'border', 'recent', 'clash', 'raised', 'concern', 'bangkok', 'thai', 'foreign', 'minister', 'parnpree', 'bahiddhanukara', 'visiting', 'border', 'friday', 'soldier', 'guarding', 'along', 'border', 'showing', 'ready', 'protect', 'let', 'anyone', 'violate', 'sovereignty', 'told', 'reporter', 'thailand', 'clearly', 'stated', 'allow', 'anyone', 'violate', 'thai', 'soil', 'accept', 'said']"
The prosecutor requested year prison sentences for alfredo h and indrit k in the black eagle case related to a large drug trafficking operation she identified these two albanian nationals as the leaders of the criminal organisation.,Organized Crime and Trafficking ,['Albania'],"['thursday', 'brussels', 'criminal', 'court', 'prosecutor', 'requested', 'year', 'prison', 'sentence', 'alfredo', 'h', 'indrit', 'k', 'black', 'eagle', 'case', 'related', 'large', 'drug', 'trafficking', 'operation', 'identified', 'two', 'albanian', 'national', 'leader', 'criminal', 'organisation', 'responsible', 'drug', 'trafficking', 'operation', 'prosecution', 'evidence', 'includes', 'cocaine', 'seizure', 'conducted', 'throughout', 'investigation', 'launched', 'estimated', 'value', 'million', 'alfredo', 'h', 'pinpointed', 'one', 'operation', 'head', 'found', 'connection', 'italian', 'mafia', 'group', 'established', 'limburg', 'head', 'larger', 'organisation', 'based', 'majorca', 'implemented', 'modern', 'business', 'method', 'sharing', 'resource', 'workforce', 'equipment', 'explained', 'prosecutor']"
Lithuanian car thieves have been a nuisance in estonia for over a decade. aurimas skirgaila is regarded as one of the principal architects of a recent wave of car theft. It is the first time a lithuanian criminal has been convicted of creating a criminal organization.,Organized Crime and Trafficking ,"['Estonia', 'Lithuania']","['secret', 'lithuanian', 'car', 'thief', 'nuisance', 'estonia', 'decade', 'recent', 'conviction', 'aurimas', 'skirgaila', 'regarded', 'one', 'principal', 'architect', 'recent', 'wave', 'car', 'theft', 'estonia', 'tartu', 'county', 'court', 'mark', 'first', 'time', 'lithuanian', 'criminal', 'convicted', 'creating', 'criminal', 'organization', 'estonia', 'south', 'district', 'prosecutor', 'aro', 'siinmaa', 'said', 'proceeding', 'involving', 'lithuanian', 'car', 'thief', 'far', 'four', 'ruling', 'concerning', 'group', 'alone', 'numerous', 'person', 'tie', 'criminal', 'organization', 'proved', 'impossible', 'bring', 'estonia', 'various', 'reason', 'siinmaa', 'said', 'first', 'time', 'light', 'shed', 'success', 'estonian', 'authority', 'leader', 'group', 'found', 'guilty', 'court']"
In at the irish high court a judgment was delivered against the byrne organized crime group. The court heard that the kinahan organized Crime group was involved in the importation and distribution of controlled drugs and firearms.,Organized Crime and Trafficking ,['Ireland'],"['irish', 'high', 'court', 'judgment', 'delivered', 'byrne', 'organized', 'crime', 'group', 'said', 'part', 'wider', 'international', 'kinahan', 'organized', 'crime', 'group', 'court', 'heard', 'kinahan', 'organized', 'crime', 'group', 'involved', 'importation', 'distribution', 'controlled', 'drug', 'firearm', 'ireland', 'uk', 'mainland', 'europe', 'operation', 'drug', 'trafficking', 'managed', 'controlled', 'daniel', 'kinahan', 'law', 'firm', 'representing', 'kinahan', 'respond', 'cnns', 'question', 'irishman', 'currently', 'based', 'though', 'widely', 'reportedly', 'he', 'living', 'united', 'arab', 'emirate']"
 indias financial intelligence unit fiu imposed a penalty of million rupees on paytms paytns opens new tab banking arm paytm payments bank for violations.,Organized Crime and Trafficking ,['India'],"['india', 'financial', 'intelligence', 'unit', 'fiu', 'friday', 'imposed', 'penalty', 'million', 'rupee', 'paytms', 'paytns', 'open', 'new', 'tab', 'banking', 'arm', 'paytm', 'payment', 'bank', 'violation', 'reporting', 'illegal', 'money', 'routed', 'account', 'country', 'finance', 'ministry', 'said', 'fiu', 'initiated', 'review', 'paytm', 'payment', 'bank', 'information', 'law', 'enforcement', 'agency', 'entity', 'engaged', 'illegal', 'act', 'including', 'organising', 'facilitating', 'online', 'gambling', 'routing', 'proceeds', 'bank', 'money', 'generated', 'illegal', 'operation', 'ie', 'proceeds', 'crime', 'routed', 'channelled', 'bank', 'account', 'maintained', 'entity', 'paytm', 'payment', 'bank', 'ministry', 'said', 'statement', 'payment', 'bank', 'failed', 'report', 'suspicious', 'transaction', 'conduct', 'due', 'diligence', 'account', 'fius', 'order', 'said', 'based', 'voluminous', 'material', 'available', 'record', 'found', 'charge', 'paytm', 'payment', 'bank', 'substantiated', 'ministry', 'added']"
Federal regulators fined wells fargo a record billion on t Tuesday for widespread mismanagement over multiple years that harmed over million consumer accounts. Wells fargos illegal activity included repeatedly misapplying loan payments wrongfully foreclosing on homes illegally repossessing vehicles.,Organized Crime and Trafficking ,[],"['federal', 'regulator', 'fined', 'well', 'fargo', 'record', 'billion', 'tuesday', 'widespread', 'mismanagement', 'multiple', 'year', 'harmed', 'million', 'consumer', 'account', 'consumer', 'financial', 'protection', 'bureau', 'said', 'well', 'fargo', 'illegal', 'activity', 'included', 'repeatedly', 'misapplying', 'loan', 'payment', 'wrongfully', 'foreclosing', 'home', 'illegally', 'repossessing', 'vehicle', 'incorrectly', 'assessing', 'fee', 'interest', 'charging', 'surprise', 'overdraft', 'fee', 'cfpb', 'ordered', 'well', 'fargo', 'wfc', 'pay', 'billion', 'civil', 'penalty', 'addition', 'billion', 'compensate', 'consumer', 'range', 'illegal', 'activity', 'cfpb', 'official', 'say', 'largest', 'penalty', 'imposed', 'agency', 'misconduct', 'described', 'cfpb', 'echo', 'previously', 'reported', 'revelation', 'emerged', 'well', 'fargo', 'since', 'bank', 'fakeaccounts', 'scandal', 'created', 'national', 'firestorm']"
Hong kong singer shirley kwan announced on social media that she is quitting the entertainment industry. kwan is wellknown for her songs such as lovers underneath the stars and lost in the night.,Other,['Bhutan'],"['hong', 'kong', 'singer', 'shirley', 'kwan', 'shot', 'fame', 'hit', 'happy', 'love', 'announced', 'social', 'medium', 'quitting', 'entertainment', 'industry', 'kwan', 'wellknown', 'song', 'lover', 'underneath', 'star', 'lost', 'night', 'retired', 'briefly', 'give', 'birth', 'son', 'single', 'mother', 'disclosed', 'son', 'father', 'religious', 'teacher', 'bhutan', 'returned', 'show', 'business', 'signed', 'universal', 'music', 'however', 'happy', 'relationship', 'universal', 'criticising', 'company', 'social', 'medium']"
The fare increase has attracted negative reactions from some customers concerned with the timing of the fare increase in the middle of singapores battle with a second wave of infections grabs saride assistance to drivers also pales in comparison with enhanced rental rebates supported by the s million topup to the covid driver relief fund from may to endjune.,Other,['Singapore'],"['fare', 'increase', 'attracted', 'negative', 'reaction', 'customer', 'concerned', 'timing', 'fare', 'increase', 'middle', 'singapore', 'battle', 'second', 'wave', 'infection', 'grab', 'saride', 'assistance', 'driver', 'also', 'pale', 'comparison', 'enhanced', 'rental', 'rebate', 'supported', 'million', 'topup', 'covid', 'driver', 'relief', 'fund', 'may', 'endjune', 'interestingly', 'comfortdelgro', 'grab', 'closest', 'competitor', 'seized', 'opportunity', 'assure', 'customer', 'increasing', 'price', 'fact', 'comfort', 'tried', 'score', 'point', 'emphasising', 'giving', 'much', 'per', 'cent', 'rental', 'rebate', 'jun', 'possible', 'end', 'date', 'phase', 'heightened', 'alert']"
 ship owners have never been in better shape. disruptions to loading and unloading operations from dockers falling ill and covid restrictions to unforeseen events.,Other,[],"['disruption', 'loading', 'unloading', 'operation', 'docker', 'falling', 'ill', 'covid', 'restriction', 'unforeseen', 'event', 'like', 'shipping', 'backlog', 'caused', 'blockage', 'suez', 'canal', 'march', 'exacerbated', 'trend', 'result', 'ship', 'owner', 'never', 'better', 'shape', 'marseillebased', 'cma', 'cgm', 'container', 'shipping', 'company', 'example', 'posted', 'net', 'profit', 'u', 'billion', 'first', 'quarter', 'alone', 'time', 'previous', 'year', 'danish', 'competitor', 'ap', 'mollermaersk', 'announced', 'even', 'higher', 'net', 'profit', 'u', 'billion', 'first', 'three', 'month', 'year', 'time', 'saw', 'last', 'year']"
 lng is used as a heating fuel in northern hemisphere countries so there is always a seasonal spike as we go closer into the yearend north asia and europe are the nations that will need it most during winter months. spot prices are generally climbing higher as we going into winter months but it is also pretty volatile depending on certain events for example russia further reducing the flowrate of existing pipes.,Other,[],"['lng', 'used', 'heating', 'fuel', 'northern', 'hemisphere', 'country', 'always', 'seasonal', 'spike', 'go', 'closer', 'yearend', 'north', 'asia', 'europe', 'nation', 'need', 'winter', 'month', 'spot', 'price', 'generally', 'climbing', 'higher', 'go', 'winter', 'month', 'also', 'pretty', 'volatile', 'depending', 'certain', 'event', 'example', 'russia', 'reducing', 'flowrate', 'existing', 'pipe', 'effect', 'europe', 'demand', 'lng', 'already', 'visible', 'asia', 'said', 'wood', 'mackenzie', 'principal', 'analyst', 'asti', 'nuraini', 'asra', 'europe', 'lng', 'demand', 'surged', 'region', 'seek', 'replace', 'lower', 'russian', 'piped', 'gas', 'mean', 'competes', 'asia', 'global', 'lng', 'supply', 'therefore', 'driving', 'price', 'lng', 'pulled', 'europe', 'said']"
 amazon projected currentquarter revenue to be as much as billion analysts had expected billion according to lseg data. amazon is set to add about billion to its market capitalization if gains hold.,Other,[],"['amazon', 'projected', 'currentquarter', 'revenue', 'much', 'billion', 'analyst', 'expected', 'billion', 'according', 'lseg', 'data', 'real', 'reaction', 'guidance', 'tech', 'firm', 'softening', 'revenue', 'range', 'earnings', 'per', 'share', 'target', 'amazon', 'come', 'much', 'higherthanexpected', 'range', 'said', 'jamie', 'meyers', 'senior', 'analyst', 'laffer', 'tengler', 'investment', 'hold', 'share', 'microsoft', 'alphabet', 'amazon', 'last', 'close', 'stock', 'trading', 'time', 'forward', 'earnings', 'per', 'share', 'compared', 'cloud', 'rival', 'microsoft', 'retail', 'competitor', 'walmart', 'amazon', 'set', 'add', 'billion', 'market', 'capitalization', 'gain', 'hold']"
The former leader of a hong kong proindependence group says he received up to hk from security officers per meeting to become an informant when he was released from jail in june. He fled to britain and sought political asylum in november.,Political Topics and Protests,['China'],"['former', 'leader', 'hong', 'kong', 'proindependence', 'group', 'say', 'received', 'hk', 'security', 'officer', 'per', 'meeting', 'become', 'informant', 'released', 'jail', 'june', 'fled', 'britain', 'sought', 'political', 'asylum', 'november', 'tony', 'chung', 'sentenced', 'month', 'prison', 'trying', 'separate', 'city', 'china', 'money', 'laundering', 'chung', 'charged', 'secession', 'sweeping', 'national', 'security', 'law', 'imposed', 'china', 'denied', 'bail', 'pleaded', 'guilty', 'said', 'thursday', 'dec', 'fled', 'britain', 'freed', 'formally', 'applied', 'political', 'asylum']"
Two trump organization companies have been found guilty of criminal tax fraud and falsifying business records. The company is not at risk of being dismantled because there is no mechanism under new york law that would dissolve the company. A felony conviction could impact its ability to do business or obtain loans or contracts.,Political Topics and Protests ,[],"['manhattan', 'jury', 'found', 'two', 'trump', 'organization', 'company', 'guilty', 'multiple', 'charge', 'criminal', 'tax', 'fraud', 'falsifying', 'business', 'record', 'connected', 'year', 'scheme', 'defraud', 'tax', 'authority', 'failing', 'report', 'pay', 'tax', 'compensation', 'top', 'executive', 'trump', 'corp', 'trump', 'payroll', 'corp', 'found', 'guilty', 'charge', 'faced', 'donald', 'trump', 'family', 'charged', 'case', 'former', 'president', 'mentioned', 'repeatedly', 'trial', 'prosecutor', 'connection', 'benefit', 'doled', 'certain', 'executive', 'including', 'companyfunded', 'apartment', 'car', 'lease', 'personal', 'expense', 'trump', 'organization', 'could', 'face', 'maximum', 'million', 'fine', 'sentenced', 'midjanuary', 'company', 'risk', 'dismantled', 'mechanism', 'new', 'york', 'law', 'would', 'dissolve', 'company', 'however', 'felony', 'conviction', 'could', 'impact', 'ability', 'business', 'obtain', 'loan', 'contract']"
The european union on friday oct officially slapped sanctions on officials in belarus. The individuals subject to the sanctions that eu leaders endorsed overnight do not include belarusian president alexander lukashenko once dubbed europes last dictator.,Political Topics and Protests,['Belarus'],"['european', 'union', 'friday', 'oct', 'officially', 'slapped', 'sanction', 'official', 'belarus', 'bloc', 'say', 'responsible', 'cracking', 'peaceful', 'demonstrator', 'opposition', 'politician', 'reporter', 'well', 'misconduct', 'country', 'august', 'presidential', 'election', 'individual', 'subject', 'sanction', 'eu', 'leader', 'endorsed', 'overnight', 'include', 'belarusian', 'president', 'alexander', 'lukashenko', 'dubbed', 'europe', 'last', 'dictator', 'leader', 'suggested', 'might', 'happen', 'later', 'enter', 'talk', 'country', 'political', 'opposition', 'targeted', 'include', 'interior', 'ministry', 'police', 'security', 'official', 'well', 'member', 'belarus', 'central', 'electoral', 'commission']"
The lai case is seen by some foreign envoys scholars and local lawyers as a key test for the citys judicial independence and freedoms under the sweeping national security law imposed by china in chinese.,Political Topics and Protests,['China'],"['cheung', 'said', 'later', 'could', 'comment', 'individual', 'case', 'including', 'lai', 'united', 'state', 'official', 'also', 'called', 'lais', 'release', 'bipartisan', 'group', 'u', 'lawmaker', 'introduced', 'bill', 'november', 'sanction', 'hong', 'kong', 'judge', 'official', 'involved', 'national', 'security', 'prosecution', 'lai', 'case', 'seen', 'foreign', 'envoy', 'scholar', 'local', 'lawyer', 'key', 'test', 'city', 'judicial', 'independence', 'freedom', 'sweeping', 'national', 'security', 'law', 'imposed', 'china', 'chinese', 'hong', 'kong', 'official', 'say', 'new', 'law', 'vital', 'restore', 'stability', 'month', 'prodemocracy', 'protest', 'rocked', 'city']"
 tuareg rebels in northern mali have claimed to have seized control of a military camp and posts in the town of bourem after weeks of fighting against the national army and wagner mercenaries.,Political Topics and Protests,['Mali'],"['tuareg', 'rebel', 'northern', 'mali', 'claimed', 'seized', 'control', 'military', 'camp', 'post', 'town', 'bourem', 'week', 'fighting', 'national', 'army', 'wagner', 'mercenary', 'threatening', 'unravel', 'peace', 'deal', 'tuesday', 'capture', 'bourem', 'situated', 'ancient', 'city', 'gao', 'timbuktu', 'tuareg', 'rebel', 'alliance', 'called', 'coordination', 'azawad', 'movement', 'cma', 'come', 'military', 'consolidated', 'power', 'two', 'coup', 'kicked', 'french', 'force', 'united', 'nation', 'peacekeeping', 'mission', 'minusma', 'confirm', 'cma', 'took', 'control', 'camp', 'around', 'violent', 'fighting', 'said', 'cma', 'spokesperson', 'mohamed', 'elmaouloud', 'ramadane', 'said', 'casualty', 'yet', 'know', 'death', 'toll']"
 meta has been fined a recordbreaking billion billion by european union regulators for violating eu privacy laws. The move highlights ongoing uncertainty about how global businesses may legally transfer eu users data.,"Privacy, Security, and Cyber Matters ",[],"['meta', 'fined', 'recordbreaking', 'billion', 'billion', 'european', 'union', 'regulator', 'violating', 'eu', 'privacy', 'law', 'transferring', 'personal', 'data', 'facebook', 'user', 'server', 'united', 'state', 'european', 'data', 'protection', 'board', 'announced', 'fine', 'statement', 'monday', 'saying', 'followed', 'inquiry', 'facebook', 'fb', 'irish', 'data', 'protection', 'commission', 'chief', 'regulator', 'overseeing', 'metas', 'operation', 'europe', 'move', 'highlight', 'ongoing', 'uncertainty', 'global', 'business', 'may', 'legally', 'transfer', 'eu', 'user', 'data', 'server', 'overseas', 'eu', 'regulator', 'said', 'processing', 'storage', 'personal', 'data', 'united', 'state', 'contravened', 'europe', 'signature', 'data', 'privacy', 'law', 'known', 'general', 'data', 'protection', 'regulation', 'chapter', 'gdpr', 'set', 'condition', 'personal', 'data', 'transferred', 'third', 'country', 'international', 'organization']"
China's cyberspace regulator fined didi global just over billion yuan billion on thursday for violating cybersecurity and data laws putting an end to a yearlong investigation into the ridehailing giant.,"Privacy, Security, and Cyber Matters ",['China'],"['china', 'cyberspace', 'regulator', 'fined', 'didi', 'global', 'billion', 'yuan', 'billion', 'thursday', 'violating', 'cybersecurity', 'data', 'law', 'putting', 'end', 'yearlong', 'investigation', 'ridehailing', 'giant', 'cyberspace', 'administration', 'china', 'cac', 'said', 'statement', 'firm', 'breached', 'country', 'cybersecurity', 'law', 'data', 'security', 'law', 'personal', 'information', 'protection', 'law', 'fact', 'violation', 'law', 'regulation', 'clear', 'evidence', 'conclusive', 'circumstance', 'serious', 'nature', 'vile', 'statement', 'added', 'aside', 'billion', 'penalty', 'regulator', 'also', 'imposed', 'personal', 'fine', 'million', 'yuan', 'didis', 'chairman', 'ceo', 'cheng', 'wei', 'president', 'liu', 'qing', 'respectively', 'liu', 'qing', 'also', 'known', 'jean', 'liu', 'english']"
Several companies have been fined a total of for breaches and lapses that have affected more than peoples personal data. This included the data of ministry of defence staff and singapore armed forces servicemen exposed.,"Privacy, Security, and Cyber Matters ",['Singapore'],"['several', 'company', 'fined', 'total', 'breach', 'lapse', 'affected', 'people', 'personal', 'data', 'including', 'name', 'contact', 'number', 'case', 'financial', 'information', 'included', 'data', 'ministry', 'defence', 'staff', 'singapore', 'armed', 'force', 'serviceman', 'exposed', 'breach', 'due', 'wellknown', 'vulnerability', 'knowingly', 'left', 'open', 'four', 'year', 'healthcare', 'training', 'provider', 'hmi', 'institute', 'health', 'science', 'hmi', 'fined', 'incident', 'according', 'judgment', 'issued', 'personal', 'data', 'protection', 'commission', 'pdpc', 'last', 'thursday', 'june', 'incident', 'affected', 'data', 'people', 'total', 'including', 'hmi', 'employee']"
The uk data regulator has fined tiktok million million for a number of breaches of data protection law. Tiktok allowed more than million uk children under to use its platform in violation of its own rules.,"Privacy, Security, and Cyber Matters ",[],"['uk', 'data', 'regulator', 'fined', 'tiktok', 'million', 'million', 'number', 'breach', 'data', 'protection', 'law', 'including', 'misusing', 'childrens', 'personal', 'data', 'information', 'commissioner', 'office', 'estimate', 'tiktok', 'allowed', 'million', 'uk', 'child', 'use', 'platform', 'violation', 'rule', 'ico', 'said', 'tuesday', 'tiktok', 'done', 'enough', 'check', 'using', 'platform', 'failed', 'take', 'action', 'remove', 'underage', 'child', 'hadnt', 'provided', 'proper', 'information', 'user', 'data', 'collected', 'used', 'fine', 'applies', 'rule', 'breach', 'may', 'july']"
 cybersecurity software company avast faces a million fine from the federal trade commission. The agency filed a complaint wednesday accusing the company of selling consumer data to third parties.,"Privacy, Security, and Cyber Matters",['Slovakia'],"['cybersecurity', 'software', 'company', 'avast', 'face', 'million', 'fine', 'federal', 'trade', 'commission', 'agency', 'filed', 'complaint', 'wednesday', 'accusing', 'company', 'selling', 'consumer', 'data', 'third', 'party', 'ftc', 'say', 'avast', 'firm', 'promise', 'protect', 'consumer', 'data', 'online', 'tracking', 'done', 'opposite', 'collecting', 'selling', 'user', 'browsing', 'data', 'without', 'knowledge', 'consent', 'simultaneously', 'misleading', 'user', 'avasts', 'origin', 'date', 'back', 'late', 'founder', 'lived', 'worked', 'czechoslovakia', 'part', 'soviet', 'bloc', 'company', 'grew', 'antivirus', 'software', 'offering', 'time', 'went', 'public', 'merged', 'company', 'cybersecurity', 'space', 'time']"
Mr cameron criticized stockton rush the oceangate chief executive for never getting his tourist submersible certified as safe. Mr cameron cited its construction with carbonfiber composites as a design weakness.,"Science, Research, and Innovation",[],"['mr', 'cameron', 'strongly', 'criticized', 'stockton', 'rush', 'oceangate', 'chief', 'executive', 'piloted', 'submersible', 'disappeared', 'sunday', 'never', 'getting', 'tourist', 'submersible', 'certified', 'safe', 'noted', 'mr', 'rush', 'called', 'certification', 'impediment', 'innovation', 'agree', 'principle', 'mr', 'cameron', 'said', 'cant', 'take', 'stance', 'youre', 'putting', 'paying', 'customer', 'submersible', 'innocent', 'guest', 'trust', 'statement', 'vehicle', 'safety', 'design', 'weakness', 'titan', 'submersible', 'possible', 'cautionary', 'sign', 'passenger', 'mr', 'cameron', 'cited', 'construction', 'carbonfiber', 'composite', 'material', 'used', 'widely', 'aerospace', 'industry', 'weigh', 'much', 'less', 'steel', 'aluminum', 'yet', 'pound', 'pound', 'stronger', 'stiffer']"
 hungarian scientist katalin kariko and us colleague drew weissman who met in line for a photocopier before making mrna molecule discoveries that paved the way for covid vaccines won the nobel prize for medicine.,"Science, Research, and Innovation",['Sweden'],"['hungarian', 'scientist', 'katalin', 'kariko', 'u', 'colleague', 'drew', 'weissman', 'met', 'line', 'photocopier', 'making', 'mrna', 'molecule', 'discovery', 'paved', 'way', 'covid', 'vaccine', 'nobel', 'prize', 'medicine', 'monday', 'oct', 'laureate', 'contributed', 'unprecedented', 'rate', 'vaccine', 'development', 'one', 'greatest', 'threat', 'human', 'health', 'modern', 'time', 'swedish', 'awardgiving', 'body', 'said', 'latest', 'accolade', 'pair', 'prize', 'among', 'prestigious', 'scientific', 'world', 'selected', 'nobel', 'assembly', 'sweden', 'karolinska', 'institute', 'medical', 'university', 'come', 'million', 'swedish', 'crown', 'u', 'million', 'share']"
 assoc prof chow had previously served as a lead author for the ipccs sixth assessment report on impacts adaptation and vulnerability. He will work with professor bart van den hurk of the netherlands as fellow cochairs.,"Science, Research, and Innovation","['Netherlands', 'Singapore']","['lee', 'kong', 'chian', 'research', 'fellow', 'singapore', 'management', 'university', 'assoc', 'prof', 'chow', 'previously', 'served', 'lead', 'author', 'ipccs', 'sixth', 'assessment', 'report', 'impact', 'adaptation', 'vulnerability', 'nomination', 'one', 'role', 'cochair', 'following', 'successful', 'election', 'work', 'professor', 'bart', 'van', 'den', 'hurk', 'netherlands', 'fellow', 'cochairs', 'according', 'ipccs', 'website', 'member', 'ipcc', 'bureau', 'provides', 'guidance', 'panel', 'scientific', 'technical', 'aspect', 'assessment', 'addition', 'giving', 'advice', 'management', 'strategic', 'issue', 'assoc', 'prof', 'chow', 'specialises', 'urban', 'climate', 'head', 'working', 'group', 'ii', 'impact', 'adaptation', 'vulnerability']"
University of havana professor daniela ventura has intercepted a migrant her net stretched taut on a forest trail in havanas botanical garden.,"Science, Research, and Innovation","['Canada', 'Cuba']","['university', 'havana', 'professor', 'daniela', 'ventura', 'intercepted', 'migrant', 'net', 'stretched', 'taut', 'forest', 'trail', 'havana', 'botanical', 'garden', 'tremble', 'catbird', 'discretely', 'clad', 'gray', 'bird', 'black', 'cap', 'thrash', 'succumbs', 'pluck', 'net', 'near', 'invisible', 'webbing', 'ventura', 'call', 'observation', 'student', 'take', 'note', 'nearby', 'specie', 'weight', 'estimate', 'bird', 'body', 'fat', 'fresh', 'data', 'point', 'project', 'aim', 'unravel', 'mystery', 'migratory', 'bird', 'united', 'state', 'canada', 'spend', 'winter', 'cuba', 'know', 'lot', 'ecology', 'breeding', 'zone', 'north', 'america', 'little', 'happens', 'wintering', 'zone', 'ventura', 'said', 'interview']"
The party has flirted with extremism and has been accused racism. ventura himself has been tried and convicted for making offensive racist remarks in reference to a black family.,Social Issues and Activism,"['Guinea', 'Portugal']","['party', 'flirted', 'extremism', 'accused', 'racism', 'ventura', 'tried', 'convicted', 'making', 'offensive', 'racist', 'remark', 'reference', 'black', 'family', 'one', 'portugal', 'poorest', 'neighborhood', 'conviction', 'supreme', 'court', 'upheld', 'party', 'denied', 'accusation', 'racism', 'member', 'many', 'supporter', 'openly', 'flaunt', 'hateful', 'narrative', 'social', 'medium', 'ventura', 'also', 'wrote', 'social', 'medium', 'fellow', 'mp', 'hold', 'dual', 'portugueseguinean', 'citizenship', 'return', 'country', 'likeminded', 'movement', 'chega', 'seems', 'brushed', 'criticism', 'aside', 'continued', 'grow']"
Swedish climate activist greta thunberg was charged with disobeying a police order on friday sep less than two months after she was convicted and fined for the same offence.,Social Issues and Activism ,['Oman'],"['swedish', 'climate', 'activist', 'greta', 'thunberg', 'charged', 'disobeying', 'police', 'order', 'friday', 'sep', 'less', 'two', 'month', 'convicted', 'fined', 'offence', 'thunberg', 'fined', 'swedish', 'crown', 'u', 'swedish', 'court', 'jul', 'failing', 'leave', 'protest', 'ordered', 'police', 'straight', 'verdict', 'thunberg', 'activist', 'environmental', 'group', 'reclaim', 'future', 'blocked', 'road', 'oil', 'truck', 'malmo', 'harbour', 'forcibly', 'removed', 'police', 'demonstration', 'permit', 'led', 'blocking', 'car', 'traffic', 'woman', 'refused', 'obey', 'police', 'command', 'leave', 'scene', 'prosecutor', 'said', 'statement']"
 robert plympton was found guilty last week on one count of firstdegree murder and four counts of seconddegree murder in the killing of community college student barbara tucker.,Social Issues and Activism,[],"['robert', 'plympton', 'found', 'guilty', 'last', 'week', 'one', 'count', 'firstdegree', 'murder', 'four', 'count', 'seconddegree', 'murder', 'killing', 'mt', 'hood', 'community', 'college', 'student', 'barbara', 'tucker', 'according', 'news', 'release', 'multnomah', 'county', 'district', 'attorney', 'office', 'nineteenyearold', 'tucker', 'kidnapped', 'sexually', 'assaulted', 'beaten', 'death', 'january', 'release', 'state', 'charge', 'rape', 'sexual', 'abuse', 'plympton', 'dropped', 'according', 'document', 'released', 'da', 'office', 'plympton', 'pleaded', 'guilty', 'attorney', 'say', 'intend', 'appeal', 'conviction', 'appeal', 'confident', 'conviction', 'overturned', 'attorney', 'stephen', 'houze', 'jacob', 'houze', 'said', 'statement', 'cnn']"
Four extremist israeli settlers accused of attacking palestinians in west bank. Foreign office announced financial and travel restrictions against the four.,Social Issues and Activism,['Israel'],"['uk', 'imposed', 'sanction', 'four', 'extremist', 'israeli', 'settler', 'accused', 'attacking', 'palestinian', 'occupied', 'west', 'bank', 'foreign', 'office', 'announced', 'financial', 'travel', 'restriction', 'four', 'say', 'committed', 'human', 'right', 'abuse', 'palestinian', 'lord', 'cameron', 'also', 'called', 'israel', 'take', 'action', 'end', 'violence', 'west', 'bank', 'violence', 'surged', 'since', 'start', 'gaza', 'war', 'triggered', 'hamas', 'attack', 'israel', 'october', 'least', 'palestinian', 'member', 'armed', 'group', 'attacker', 'civilian', 'killed', 'conflictrelated', 'incident', 'west', 'bank', 'including', 'east', 'jerusalem', 'israel', 'according', 'un']"
The european union said on friday it had agreed to impose sanctions against four people and two entities over violence by israeli settlers against palestinians in the west bank.,Social Issues and Activism,['Israel'],"['european', 'union', 'said', 'friday', 'agreed', 'impose', 'sanction', 'four', 'people', 'two', 'entity', 'violence', 'israeli', 'settler', 'palestinian', 'west', 'bank', 'listed', 'entity', 'lehava', 'radical', 'rightwing', 'jewish', 'supremacist', 'group', 'hilltop', 'youth', 'european', 'union', 'council', 'said', 'statement', 'two', 'leading', 'figure', 'hilltop', 'youth', 'meir', 'ettinger', 'elisha', 'yered', 'also', 'listed', 'added', 'israel', 'captured', 'west', 'bank', 'middle', 'east', 'war', 'area', 'military', 'occupation', 'since', 'israeli', 'settlement', 'consistently', 'expanded', 'palestinian', 'envisage', 'west', 'bank', 'part', 'future', 'independent', 'state', 'also', 'including', 'gaza', 'east', 'jerusalem']"
South africa face england in Saturday's world cup semifinal. Ben okeeffe will officiate the second successive south africa knockout game. The new zealand official was jeered off and criticised by france captain antoine dupont for his officiating on sunday.,"Sports, Entertainment, and Leisure",['France'],"['appointment', 'referee', 'ben', 'okeeffe', 'second', 'successive', 'south', 'africa', 'knockout', 'game', 'world', 'cup', 'welcomed', 'semifinal', 'opponent', 'england', 'well', 'springbok', 'director', 'rugby', 'rassie', 'erasmus', 'said', 'tuesday', 'new', 'zealand', 'official', 'jeered', 'criticised', 'afterwards', 'france', 'captain', 'antoine', 'dupont', 'officiating', 'sunday', 'south', 'africa', 'narrowly', 'edged', 'host', 'quarterfinal', 'several', 'marginal', 'decision', 'going', 'springbok', 'way', 'world', 'rugby', 'raised', 'eyebrow', 'earlier', 'tuesday', 'naming', 'okeeffe', 'handle', 'saturday', 'semifinal', 'erasmus', 'said', 'unprecedented', 'referee', 'three', 'time', 'world', 'cup']"
